,name,age,joining_date,income,job_category,remote,unknown1,city,country,unknown2,gender,phone,email,marital_status,employment_status,job_role,analytics,dashboard,experience,company
988,Sarah Rice,,2023-06-21,50047,Unknown,No,,North Jonathon,Argentina,True,F,(588)033-8742x83342,crystallane@alvarez.org,,,Television/film/video producer,Excel,PowerBI,3,Wright PLC
989,James Baker,32,,50493,A,Yes,001,Michaelmouth,Netherlands,True,F,497.710.8464x01456,,,,"Scientist, marine",Other,Other,6,"Snyder, Phillips and Matthews"
990,David Ochoa,31,2023-01-12,112094,Unknown,No,002,Pierceport,Canada,,,001-507-908-0573,,single,,Water quality scientist,Python,Tableau,10,Brown LLC
991,Phillip Bond,,2024-07-26,135818,Unknown,,abc,South Shawn,Moldova,,,001-352-985-6806,jessicadiaz@yahoo.com,,unemployed,Physiological scientist,Excel,Other,10,Harris and Sons
992,Nathan Crane,,2025-01-12,97606,Unknown,Yes,002,Port Terrihaven,Cuba,,F,001-057-381-0850,,,employed,"Geneticist, molecular",Other,Tableau,10,
993,Joshua Davis,,2025-04-16,95487,C,Yes,001,Martinfort,Yemen,,,989-290-3639,,,,Chief Technology Officer,Excel,Other,4,Roberts Inc
994,Karen Cox,,2024-10-21,73120,Unknown,No,002,Ramirezshire,Oman,False,,001-801-369-0253x969,,married,employed,Recycling officer,Other,R,0,
995,Michael Burnett,,2024-04-09,149919,A,Yes,001,West Andrea,Bahamas,,,001-964-694-7131x37405,michele12@miller-kelly.com,,unemployed,Environmental education officer,Other,R,2,
996,Tamara Santos MD,,2024-07-07,65769,B,,001,Port Cindy,Argentina,False,Other,+1-698-155-3321x778,,,,"Surveyor, minerals",SQL,Tableau,0,
997,Allison Galloway,,2022-11-27,31610,B,No,,Jeremiahland,Djibouti,True,,(440)726-6089,,,unemployed,Homeopath,SQL,Other,2,
998,Dawn Warner,,2023-07-10,139544,A,,,East Kristineville,Solomon Islands,True,,001-839-661-3662x08175,lwilliams@hotmail.com,married,employed,"Administrator, charities/voluntary organisations",Other,Tableau,2,
999,Robert Cisneros,,,126216,A,No,002,Smithmouth,Singapore,True,F,842-848-3916x652,klee@hotmail.com,single,employed,Probation officer,Other,Tableau,0,"Barnett, Moss and Jenkins"
